Position,Points,Rider,Team,Time/Gap,Grand Prix,Year,Event
19.0,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+0.000,Event aut,2013.0,aut
20.0,ND,45M. Bauer45M. BauerRemus Racing Team,Remus Racing Team,+0.000,Event aut,2013.0,aut
,ND,29A. Iannone29A. IannoneEnergy T.I. Pramac Racing,Energy T.I. Pramac Racing,26 Laps,Event aut,2013.0,aut
,ND,14R. Puniet14R. PunietPower Electronics Aspar,Power Electronics Aspar,23 Laps,Event aut,2013.0,aut
,ND,35C. Crutchlow35C. CrutchlowMonster Yamaha Tech 3,Monster Yamaha Tech 3,9 Laps,Event aut,2013.0,aut
,ND,68Y. Hernandez68Y. HernandezIgnite Pramac Racing,Ignite Pramac Racing,8 Laps,Event aut,2013.0,aut
,ND,50D. Cudlin50D. CudlinPaul Bird Motorsport,Paul Bird Motorsport,3 Laps,Event aut,2013.0,aut
,ND,52L. Pesek52L. PesekCame IodaRacing Project,Came IodaRacing Project,3 Laps,Event aut,2013.0,aut
,,,,,,2013.0,cze
1.0,25,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,42:50.729,Event cze,2013.0,cze
2.0,20,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+0.313,Event cze,2013.0,cze
3.0,16,99J. Lorenzo99J. LorenzoYamaha Factory Racing,Yamaha Factory Racing,+2.277,Event cze,2013.0,cze
4.0,13,46V. Rossi46V. RossiYamaha Factory Racing,Yamaha Factory Racing,+10.101,Event cze,2013.0,cze
5.0,11,19A. Bautista19A. BautistaGO&FUN Honda Gresini,GO&FUN Honda Gresini,+10.178,Event cze,2013.0,cze
6.0,10,6S. Bradl6S. BradlLCR Honda MotoGP,LCR Honda MotoGP,+19.807,Event cze,2013.0,cze
7.0,9,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+35.015,Event cze,2013.0,cze
8.0,8,69N. Hayden69N. HaydenDucati Team,Ducati Team,+35.354,Event cze,2013.0,cze
9.0,7,29A. Iannone29A. IannoneEnergy T.I. Pramac Racing,Energy T.I. Pramac Racing,+51.149,Event cze,2013.0,cze
10.0,6,41A. Espargaro41A. EspargaroPower Electronics Aspar,Power Electronics Aspar,+56.392,Event cze,2013.0,cze
11.0,5,5C. Edwards5C. EdwardsNGM Mobile Forward Racing,NGM Mobile Forward Racing,+57.420,Event cze,2013.0,cze
12.0,4,51M. Pirro51M. PirroIgnite Pramac Racing,Ignite Pramac Racing,+65.430,Event cze,2013.0,cze
13.0,3,9D. Petrucci9D. PetrucciCame IodaRacing Project,Came IodaRacing Project,+72.364,Event cze,2013.0,cze
14.0,2,7H. Aoyama7H. AoyamaAvintia Blusens,Avintia Blusens,+73.500,Event cze,2013.0,cze
15.0,1,14R. Puniet14R. PunietPower Electronics Aspar,Power Electronics Aspar,+74.128,Event cze,2013.0,cze
16.0,ND,68Y. Hernandez68Y. HernandezPaul Bird Motorsport,Paul Bird Motorsport,+74.991,Event cze,2013.0,cze
17.0,ND,35C. Crutchlow35C. CrutchlowMonster Yamaha Tech 3,Monster Yamaha Tech 3,+80.640,Event cze,2013.0,cze
18.0,ND,70M. Laverty70M. LavertyPaul Bird Motorsport,Paul Bird Motorsport,+94.462,Event cze,2013.0,cze
19.0,ND,17K. Abraham17K. AbrahamCardion AB Motoracing,Cardion AB Motoracing,+109.713,Event cze,2013.0,cze
20.0,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+110.024,Event cze,2013.0,cze
21.0,ND,45M. Bauer45M. BauerRemus Racing Team,Remus Racing Team,+0.000,Event cze,2013.0,cze
,ND,52L. Pesek52L. PesekCame IodaRacing Project,Came IodaRacing Project,2 Laps,Event cze,2013.0,cze
,ND,38B. Smith38B. SmithMonster Yamaha Tech 3,Monster Yamaha Tech 3,2 Laps,Event cze,2013.0,cze
,ND,8H. Barbera8H. BarberaAvintia Blusens,Avintia Blusens,1 Laps,Event cze,2013.0,cze
,ND,71C. Corti71C. CortiNGM Mobile Forward Racing,NGM Mobile Forward Racing,1 Laps,Event cze,2013.0,cze
,,,,,,2013.0,ned
1.0,25,46V. Rossi46V. RossiYamaha Factory Racing,Yamaha Factory Racing,41:25.202,Event ned,2013.0,ned
2.0,20,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,+2.170,Event ned,2013.0,ned
3.0,16,35C. Crutchlow35C. CrutchlowMonster Yamaha Tech 3,Monster Yamaha Tech 3,+4.073,Event ned,2013.0,ned
4.0,13,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+7.832,Event ned,2013.0,ned
5.0,11,99J. Lorenzo99J. LorenzoYamaha Factory Racing,Yamaha Factory Racing,+15.510,Event ned,2013.0,ned
6.0,10,6S. Bradl6S. BradlLCR Honda MotoGP,LCR Honda MotoGP,+27.519,Event ned,2013.0,ned
7.0,9,19A. Bautista19A. BautistaGO&FUN Honda Gresini,GO&FUN Honda Gresini,+31.598,Event ned,2013.0,ned
8.0,8,41A. Espargaro41A. EspargaroPower Electronics Aspar,Power Electronics Aspar,+32.405,Event ned,2013.0,ned
9.0,7,38B. Smith38B. SmithMonster Yamaha Tech 3,Monster Yamaha Tech 3,+33.751,Event ned,2013.0,ned
10.0,6,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+33.801,Event ned,2013.0,ned
11.0,5,69N. Hayden69N. HaydenDucati Team,Ducati Team,+34.371,Event ned,2013.0,ned
12.0,4,14R. Puniet14R. PunietPower Electronics Aspar,Power Electronics Aspar,+57.674,Event ned,2013.0,ned
13.0,3,29A. Iannone29A. IannoneEnergy T.I. Pramac Racing,Energy T.I. Pramac Racing,+61.424,Event ned,2013.0,ned
14.0,2,51M. Pirro51M. PirroIgnite Pramac Racing,Ignite Pramac Racing,+61.561,Event ned,2013.0,ned
15.0,1,17K. Abraham17K. AbrahamCardion AB Motoracing,Cardion AB Motoracing,+64.426,Event ned,2013.0,ned
16.0,ND,9D. Petrucci9D. PetrucciCame IodaRacing Project,Came IodaRacing Project,+71.114,Event ned,2013.0,ned
17.0,ND,5C. Edwards5C. EdwardsNGM Mobile Forward Racing,NGM Mobile Forward Racing,+75.249,Event ned,2013.0,ned
18.0,ND,71C. Corti71C. CortiNGM Mobile Forward Racing,NGM Mobile Forward Racing,+84.884,Event ned,2013.0,ned
19.0,ND,68Y. Hernandez68Y. HernandezPaul Bird Motorsport,Paul Bird Motorsport,+85.854,Event ned,2013.0,ned
20.0,ND,8H. Barbera8H. BarberaAvintia Blusens,Avintia Blusens,+85.978,Event ned,2013.0,ned
21.0,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+86.256,Event ned,2013.0,ned
22.0,ND,70M. Laverty70M. LavertyPaul Bird Motorsport,Paul Bird Motorsport,+86.610,Event ned,2013.0,ned
23.0,ND,22I. Silva22I. SilvaAvintia Blusens,Avintia Blusens,+98.173,Event ned,2013.0,ned
,ND,52L. Pesek52L. PesekCame IodaRacing Project,Came IodaRacing Project,10 Laps,Event ned,2013.0,ned
,,,,,,2013.0,ita
1.0,25,99J. Lorenzo99J. LorenzoYamaha Factory Racing,Yamaha Factory Racing,41:39.733,Event ita,2013.0,ita
2.0,20,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+5.400,Event ita,2013.0,ita
3.0,16,35C. Crutchlow35C. CrutchlowMonster Yamaha Tech 3,Monster Yamaha Tech 3,+6.412,Event ita,2013.0,ita
4.0,13,6S. Bradl6S. BradlLCR Honda MotoGP,LCR Honda MotoGP,+19.321,Event ita,2013.0,ita
5.0,11,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+19.540,Event ita,2013.0,ita
6.0,10,69N. Hayden69N. HaydenDucati Team,Ducati Team,+26.321,Event ita,2013.0,ita
7.0,9,51M. Pirro51M. PirroDucati Test Team,Ducati Test Team,+38.144,Event ita,2013.0,ita
8.0,8,41A. Espargaro41A. EspargaroPower Electronics Aspar,Power Electronics Aspar,+39.802,Event ita,2013.0,ita
9.0,7,38B. Smith38B. SmithMonster Yamaha Tech 3,Monster Yamaha Tech 3,+40.243,Event ita,2013.0,ita
10.0,6,8H. Barbera8H. BarberaAvintia Blusens,Avintia Blusens,+48.392,Event ita,2013.0,ita
11.0,5,14R. Puniet14R. PunietPower Electronics Aspar,Power Electronics Aspar,+48.480,Event ita,2013.0,ita
12.0,4,9D. Petrucci9D. PetrucciCame IodaRacing Project,Came IodaRacing Project,+73.708,Event ita,2013.0,ita
13.0,3,29A. Iannone29A. IannoneEnergy T.I. Pramac Racing,Energy T.I. Pramac Racing,+74.601,Event ita,2013.0,ita
14.0,2,5C. Edwards5C. EdwardsNGM Mobile Forward Racing,NGM Mobile Forward Racing,+81.249,Event ita,2013.0,ita
15.0,1,17K. Abraham17K. AbrahamCardion AB Motoracing,Cardion AB Motoracing,+85.738,Event ita,2013.0,ita
16.0,ND,68Y. Hernandez68Y. HernandezPaul Bird Motorsport,Paul Bird Motorsport,+87.339,Event ita,2013.0,ita
17.0,ND,70M. Laverty70M. LavertyPaul Bird Motorsport,Paul Bird Motorsport,+87.758,Event ita,2013.0,ita
18.0,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+104.424,Event ita,2013.0,ita
19.0,ND,52L. Pesek52L. PesekCame IodaRacing Project,Came IodaRacing Project,+105.227,Event ita,2013.0,ita
,ND,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,20 Laps,Event ita,2013.0,ita
,ND,71C. Corti71C. CortiNGM Mobile Forward Racing,NGM Mobile Forward Racing,17 Laps,Event ita,2013.0,ita
,ND,7H. Aoyama7H. AoyamaAvintia Blusens,Avintia Blusens,16 Laps,Event ita,2013.0,ita
,ND,46V. Rossi46V. RossiYamaha Factory Racing,Yamaha Factory Racing,0 Laps,Event ita,2013.0,ita
,ND,19A. Bautista19A. BautistaGO&FUN Honda Gresini,GO&FUN Honda Gresini,0 Laps,Event ita,2013.0,ita
,,,,,,2013.0,ara
1.0,25,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,42:03.459,Event ara,2013.0,ara
2.0,20,99J. Lorenzo99J. LorenzoYamaha Factory Racing,Yamaha Factory Racing,+1.356,Event ara,2013.0,ara
3.0,16,46V. Rossi46V. RossiYamaha Factory Racing,Yamaha Factory Racing,+12.927,Event ara,2013.0,ara
4.0,13,19A. Bautista19A. BautistaGO&FUN Honda Gresini,GO&FUN Honda Gresini,+13.787,Event ara,2013.0,ara
5.0,11,6S. Bradl6S. BradlLCR Honda MotoGP,LCR Honda MotoGP,+13.973,Event ara,2013.0,ara
6.0,10,35C. Crutchlow35C. CrutchlowMonster Yamaha Tech 3,Monster Yamaha Tech 3,+14.662,Event ara,2013.0,ara
7.0,9,38B. Smith38B. SmithMonster Yamaha Tech 3,Monster Yamaha Tech 3,+31.220,Event ara,2013.0,ara
8.0,8,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+40.671,Event ara,2013.0,ara
9.0,7,69N. Hayden69N. HaydenDucati Team,Ducati Team,+53.413,Event ara,2013.0,ara
10.0,6,29A. Iannone29A. IannoneEnergy T.I. Pramac Racing,Energy T.I. Pramac Racing,+55.067,Event ara,2013.0,ara
11.0,5,41A. Espargaro41A. EspargaroPower Electronics Aspar,Power Electronics Aspar,+58.001,Event ara,2013.0,ara
12.0,4,68Y. Hernandez68Y. HernandezIgnite Pramac Racing,Ignite Pramac Racing,+65.513,Event ara,2013.0,ara
13.0,3,14R. Puniet14R. PunietPower Electronics Aspar,Power Electronics Aspar,+66.589,Event ara,2013.0,ara
14.0,2,7H. Aoyama7H. AoyamaAvintia Blusens,Avintia Blusens,+68.674,Event ara,2013.0,ara
15.0,1,71C. Corti71C. CortiNGM Mobile Forward Racing,NGM Mobile Forward Racing,+69.130,Event ara,2013.0,ara
16.0,ND,5C. Edwards5C. EdwardsNGM Mobile Forward Racing,NGM Mobile Forward Racing,+72.041,Event ara,2013.0,ara
17.0,ND,23L. Scassa23L. ScassaCardion AB Motoracing,Cardion AB Motoracing,+105.152,Event ara,2013.0,ara
18.0,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+105.228,Event ara,2013.0,ara
19.0,ND,52L. Pesek52L. PesekCame IodaRacing Project,Came IodaRacing Project,+105.583,Event ara,2013.0,ara
,ND,8H. Barbera8H. BarberaAvintia Blusens,Avintia Blusens,8 Laps,Event ara,2013.0,ara
,ND,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,5 Laps,Event ara,2013.0,ara
,ND,50D. Cudlin50D. CudlinPaul Bird Motorsport,Paul Bird Motorsport,3 Laps,Event ara,2013.0,ara
,ND,9D. Petrucci9D. PetrucciCame IodaRacing Project,Came IodaRacing Project,0 Laps,Event ara,2013.0,ara
,ND,70M. Laverty70M. LavertyPaul Bird Motorsport,Paul Bird Motorsport,0 Laps,Event ara,2013.0,ara
,,,,,,2013.0,gbr
1.0,25,99J. Lorenzo99J. LorenzoYamaha Factory Racing,Yamaha Factory Racing,40:52.515,Event gbr,2013.0,gbr
2.0,20,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,+0.081,Event gbr,2013.0,gbr
3.0,16,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+1.551,Event gbr,2013.0,gbr
4.0,13,46V. Rossi46V. RossiYamaha Factory Racing,Yamaha Factory Racing,+13.233,Event gbr,2013.0,gbr
5.0,11,19A. Bautista19A. BautistaGO&FUN Honda Gresini,GO&FUN Honda Gresini,+13.298,Event gbr,2013.0,gbr
6.0,10,6S. Bradl6S. BradlLCR Honda MotoGP,LCR Honda MotoGP,+20.227,Event gbr,2013.0,gbr
7.0,9,35C. Crutchlow35C. CrutchlowMonster Yamaha Tech 3,Monster Yamaha Tech 3,+26.299,Event gbr,2013.0,gbr
8.0,8,69N. Hayden69N. HaydenDucati Team,Ducati Team,+35.993,Event gbr,2013.0,gbr
9.0,7,38B. Smith38B. SmithMonster Yamaha Tech 3,Monster Yamaha Tech 3,+36.119,Event gbr,2013.0,gbr
10.0,6,41A. Espargaro41A. EspargaroPower Electronics Aspar,Power Electronics Aspar,+53.196,Event gbr,2013.0,gbr
11.0,5,29A. Iannone29A. IannoneEnergy T.I. Pramac Racing,Energy T.I. Pramac Racing,+59.058,Event gbr,2013.0,gbr
12.0,4,51M. Pirro51M. PirroIgnite Pramac Racing,Ignite Pramac Racing,+60.710,Event gbr,2013.0,gbr
13.0,3,8H. Barbera8H. BarberaAvintia Blusens,Avintia Blusens,+61.690,Event gbr,2013.0,gbr
14.0,2,5C. Edwards5C. EdwardsNGM Mobile Forward Racing,NGM Mobile Forward Racing,+61.843,Event gbr,2013.0,gbr
15.0,1,9D. Petrucci9D. PetrucciCame IodaRacing Project,Came IodaRacing Project,+68.833,Event gbr,2013.0,gbr
16.0,ND,14R. Puniet14R. PunietPower Electronics Aspar,Power Electronics Aspar,+69.063,Event gbr,2013.0,gbr
17.0,ND,71C. Corti71C. CortiNGM Mobile Forward Racing,NGM Mobile Forward Racing,+76.474,Event gbr,2013.0,gbr
18.0,ND,7H. Aoyama7H. AoyamaAvintia Blusens,Avintia Blusens,+76.535,Event gbr,2013.0,gbr
19.0,ND,70M. Laverty70M. LavertyPaul Bird Motorsport,Paul Bird Motorsport,+92.057,Event gbr,2013.0,gbr
20.0,ND,68Y. Hernandez68Y. HernandezPaul Bird Motorsport,Paul Bird Motorsport,+96.224,Event gbr,2013.0,gbr
21.0,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+120.635,Event gbr,2013.0,gbr
,ND,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,18 Laps,Event gbr,2013.0,gbr
,ND,52L. Pesek52L. PesekCame IodaRacing Project,Came IodaRacing Project,1 Laps,Event gbr,2013.0,gbr
,,,,,,2013.0,esp
1.0,25,99J. Lorenzo99J. LorenzoYamaha Factory Racing,Yamaha Factory Racing,46:10.302,Event esp,2013.0,esp
2.0,20,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+3.934,Event esp,2013.0,esp
3.0,16,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,+7.357,Event esp,2013.0,esp
4.0,13,46V. Rossi46V. RossiYamaha Factory Racing,Yamaha Factory Racing,+10.579,Event esp,2013.0,esp
5.0,11,19A. Bautista19A. BautistaGO&FUN Honda Gresini,GO&FUN Honda Gresini,+14.965,Event esp,2013.0,esp
6.0,10,6S. Bradl6S. BradlLCR Honda MotoGP,LCR Honda MotoGP,+24.399,Event esp,2013.0,esp
7.0,9,38B. Smith38B. SmithMonster Yamaha Tech 3,Monster Yamaha Tech 3,+29.043,Event esp,2013.0,esp
8.0,8,69N. Hayden69N. HaydenDucati Team,Ducati Team,+39.893,Event esp,2013.0,esp
9.0,7,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+53.196,Event esp,2013.0,esp
10.0,6,51M. Pirro51M. PirroDucati Test Team,Ducati Test Team,+62.983,Event esp,2013.0,esp
11.0,5,41A. Espargaro41A. EspargaroPower Electronics Aspar,Power Electronics Aspar,+64.197,Event esp,2013.0,esp
12.0,4,8H. Barbera8H. BarberaAvintia Blusens,Avintia Blusens,+66.826,Event esp,2013.0,esp
13.0,3,71C. Corti71C. CortiNGM Mobile Forward Racing,NGM Mobile Forward Racing,+71.481,Event esp,2013.0,esp
14.0,2,9D. Petrucci9D. PetrucciCame IodaRacing Project,Came IodaRacing Project,+73.643,Event esp,2013.0,esp
15.0,1,5C. Edwards5C. EdwardsNGM Mobile Forward Racing,NGM Mobile Forward Racing,+84.249,Event esp,2013.0,esp
16.0,ND,7H. Aoyama7H. AoyamaAvintia Blusens,Avintia Blusens,+93.010,Event esp,2013.0,esp
17.0,ND,70M. Laverty70M. LavertyPaul Bird Motorsport,Paul Bird Motorsport,+0.000,Event esp,2013.0,esp
18.0,ND,23L. Scassa23L. ScassaCardion AB Motoracing,Cardion AB Motoracing,+0.000,Event esp,2013.0,esp
19.0,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+0.000,Event esp,2013.0,esp
20.0,ND,45M. Bauer45M. BauerRemus Racing Team,Remus Racing Team,+0.000,Event esp,2013.0,esp
,ND,29A. Iannone29A. IannoneEnergy T.I. Pramac Racing,Energy T.I. Pramac Racing,26 Laps,Event esp,2013.0,esp
,ND,14R. Puniet14R. PunietPower Electronics Aspar,Power Electronics Aspar,23 Laps,Event esp,2013.0,esp
,ND,35C. Crutchlow35C. CrutchlowMonster Yamaha Tech 3,Monster Yamaha Tech 3,9 Laps,Event esp,2013.0,esp
,ND,68Y. Hernandez68Y. HernandezIgnite Pramac Racing,Ignite Pramac Racing,8 Laps,Event esp,2013.0,esp
,ND,50D. Cudlin50D. CudlinPaul Bird Motorsport,Paul Bird Motorsport,3 Laps,Event esp,2013.0,esp
,ND,52L. Pesek52L. PesekCame IodaRacing Project,Came IodaRacing Project,3 Laps,Event esp,2013.0,esp
,,,,,,2013.0,usa
1.0,25,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,44:00.695,Event usa,2013.0,usa
2.0,20,6S. Bradl6S. BradlLCR Honda MotoGP,LCR Honda MotoGP,+2.298,Event usa,2013.0,usa
3.0,16,46V. Rossi46V. RossiYamaha Factory Racing,Yamaha Factory Racing,+4.498,Event usa,2013.0,usa
4.0,13,19A. Bautista19A. BautistaGO&FUN Honda Gresini,GO&FUN Honda Gresini,+4.557,Event usa,2013.0,usa
5.0,11,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+9.257,Event usa,2013.0,usa
6.0,10,99J. Lorenzo99J. LorenzoYamaha Factory Racing,Yamaha Factory Racing,+12.970,Event usa,2013.0,usa
7.0,9,35C. Crutchlow35C. CrutchlowMonster Yamaha Tech 3,Monster Yamaha Tech 3,+15.304,Event usa,2013.0,usa
8.0,8,69N. Hayden69N. HaydenDucati Team,Ducati Team,+33.963,Event usa,2013.0,usa
9.0,7,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+34.129,Event usa,2013.0,usa
10.0,6,8H. Barbera8H. BarberaAvintia Blusens,Avintia Blusens,+62.369,Event usa,2013.0,usa
11.0,5,15A. Angelis15A. AngelisIgnite Pramac Racing,Ignite Pramac Racing,+62.604,Event usa,2013.0,usa
12.0,4,5C. Edwards5C. EdwardsNGM Mobile Forward Racing,NGM Mobile Forward Racing,+63.593,Event usa,2013.0,usa
13.0,3,9D. Petrucci9D. PetrucciCame IodaRacing Project,Came IodaRacing Project,+80.450,Event usa,2013.0,usa
14.0,2,17K. Abraham17K. AbrahamCardion AB Motoracing,Cardion AB Motoracing,+0.000,Event usa,2013.0,usa
15.0,1,68Y. Hernandez68Y. HernandezPaul Bird Motorsport,Paul Bird Motorsport,+0.000,Event usa,2013.0,usa
16.0,ND,7H. Aoyama7H. AoyamaAvintia Blusens,Avintia Blusens,+0.000,Event usa,2013.0,usa
17.0,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+0.000,Event usa,2013.0,usa
18.0,ND,52L. Pesek52L. PesekCame IodaRacing Project,Came IodaRacing Project,+0.000,Event usa,2013.0,usa
,ND,71C. Corti71C. CortiNGM Mobile Forward Racing,NGM Mobile Forward Racing,3 Laps,Event usa,2013.0,usa
,ND,38B. Smith38B. SmithMonster Yamaha Tech 3,Monster Yamaha Tech 3,7 Laps,Event usa,2013.0,usa
,ND,41A. Espargaro41A. EspargaroPower Electronics Aspar,Power Electronics Aspar,5 Laps,Event usa,2013.0,usa
,ND,14R. Puniet14R. PunietPower Electronics Aspar,Power Electronics Aspar,4 Laps,Event usa,2013.0,usa
,ND,70M. Laverty70M. LavertyPaul Bird Motorsport,Paul Bird Motorsport,1 Laps,Event usa,2013.0,usa
,,,,,,2013.0,arg
1.0,25,99J. Lorenzo99J. LorenzoYamaha Factory Racing,Yamaha Factory Racing,46:10.302,Event arg,2013.0,arg
2.0,20,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+3.934,Event arg,2013.0,arg
3.0,16,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,+7.357,Event arg,2013.0,arg
4.0,13,46V. Rossi46V. RossiYamaha Factory Racing,Yamaha Factory Racing,+10.579,Event arg,2013.0,arg
5.0,11,19A. Bautista19A. BautistaGO&FUN Honda Gresini,GO&FUN Honda Gresini,+14.965,Event arg,2013.0,arg
6.0,10,6S. Bradl6S. BradlLCR Honda MotoGP,LCR Honda MotoGP,+24.399,Event arg,2013.0,arg
7.0,9,38B. Smith38B. SmithMonster Yamaha Tech 3,Monster Yamaha Tech 3,+29.043,Event arg,2013.0,arg
8.0,8,69N. Hayden69N. HaydenDucati Team,Ducati Team,+39.893,Event arg,2013.0,arg
9.0,7,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+53.196,Event arg,2013.0,arg
10.0,6,51M. Pirro51M. PirroDucati Test Team,Ducati Test Team,+62.983,Event arg,2013.0,arg
11.0,5,41A. Espargaro41A. EspargaroPower Electronics Aspar,Power Electronics Aspar,+64.197,Event arg,2013.0,arg
12.0,4,8H. Barbera8H. BarberaAvintia Blusens,Avintia Blusens,+66.826,Event arg,2013.0,arg
13.0,3,71C. Corti71C. CortiNGM Mobile Forward Racing,NGM Mobile Forward Racing,+71.481,Event arg,2013.0,arg
14.0,2,9D. Petrucci9D. PetrucciCame IodaRacing Project,Came IodaRacing Project,+73.643,Event arg,2013.0,arg
15.0,1,5C. Edwards5C. EdwardsNGM Mobile Forward Racing,NGM Mobile Forward Racing,+84.249,Event arg,2013.0,arg
16.0,ND,7H. Aoyama7H. AoyamaAvintia Blusens,Avintia Blusens,+93.010,Event arg,2013.0,arg
17.0,ND,70M. Laverty70M. LavertyPaul Bird Motorsport,Paul Bird Motorsport,+0.000,Event arg,2013.0,arg
18.0,ND,23L. Scassa23L. ScassaCardion AB Motoracing,Cardion AB Motoracing,+0.000,Event arg,2013.0,arg
19.0,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+0.000,Event arg,2013.0,arg
20.0,ND,45M. Bauer45M. BauerRemus Racing Team,Remus Racing Team,+0.000,Event arg,2013.0,arg
,ND,29A. Iannone29A. IannoneEnergy T.I. Pramac Racing,Energy T.I. Pramac Racing,26 Laps,Event arg,2013.0,arg
,ND,14R. Puniet14R. PunietPower Electronics Aspar,Power Electronics Aspar,23 Laps,Event arg,2013.0,arg
,ND,35C. Crutchlow35C. CrutchlowMonster Yamaha Tech 3,Monster Yamaha Tech 3,9 Laps,Event arg,2013.0,arg
,ND,68Y. Hernandez68Y. HernandezIgnite Pramac Racing,Ignite Pramac Racing,8 Laps,Event arg,2013.0,arg
,ND,50D. Cudlin50D. CudlinPaul Bird Motorsport,Paul Bird Motorsport,3 Laps,Event arg,2013.0,arg
,ND,52L. Pesek52L. PesekCame IodaRacing Project,Came IodaRacing Project,3 Laps,Event arg,2013.0,arg
,,,,,,2013.0,tha
1.0,25,99J. Lorenzo99J. LorenzoYamaha Factory Racing,Yamaha Factory Racing,46:10.302,Event tha,2013.0,tha
2.0,20,26D. Pedrosa26D. PedrosaRepsol Honda Team,Repsol Honda Team,+3.934,Event tha,2013.0,tha
3.0,16,93M. Marquez93M. MarquezRepsol Honda Team,Repsol Honda Team,+7.357,Event tha,2013.0,tha
4.0,13,46V. Rossi46V. RossiYamaha Factory Racing,Yamaha Factory Racing,+10.579,Event tha,2013.0,tha
5.0,11,19A. Bautista19A. BautistaGO&FUN Honda Gresini,GO&FUN Honda Gresini,+14.965,Event tha,2013.0,tha
6.0,10,6S. Bradl6S. BradlLCR Honda MotoGP,LCR Honda MotoGP,+24.399,Event tha,2013.0,tha
7.0,9,38B. Smith38B. SmithMonster Yamaha Tech 3,Monster Yamaha Tech 3,+29.043,Event tha,2013.0,tha
8.0,8,69N. Hayden69N. HaydenDucati Team,Ducati Team,+39.893,Event tha,2013.0,tha
9.0,7,4A. Dovizioso4A. DoviziosoDucati Team,Ducati Team,+53.196,Event tha,2013.0,tha
10.0,6,51M. Pirro51M. PirroDucati Test Team,Ducati Test Team,+62.983,Event tha,2013.0,tha
11.0,5,41A. Espargaro41A. EspargaroPower Electronics Aspar,Power Electronics Aspar,+64.197,Event tha,2013.0,tha
12.0,4,8H. Barbera8H. BarberaAvintia Blusens,Avintia Blusens,+66.826,Event tha,2013.0,tha
13.0,3,71C. Corti71C. CortiNGM Mobile Forward Racing,NGM Mobile Forward Racing,+71.481,Event tha,2013.0,tha
14.0,2,9D. Petrucci9D. PetrucciCame IodaRacing Project,Came IodaRacing Project,+73.643,Event tha,2013.0,tha
15.0,1,5C. Edwards5C. EdwardsNGM Mobile Forward Racing,NGM Mobile Forward Racing,+84.249,Event tha,2013.0,tha
16.0,ND,7H. Aoyama7H. AoyamaAvintia Blusens,Avintia Blusens,+93.010,Event tha,2013.0,tha
17.0,ND,70M. Laverty70M. LavertyPaul Bird Motorsport,Paul Bird Motorsport,+0.000,Event tha,2013.0,tha
18.0,ND,23L. Scassa23L. ScassaCardion AB Motoracing,Cardion AB Motoracing,+0.000,Event tha,2013.0,tha
19.0,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+0.000,Event tha,2013.0,tha
20.0,ND,45M. Bauer45M. BauerRemus Racing Team,Remus Racing Team,+0.000,Event tha,2013.0,tha
,ND,29A. Iannone29A. IannoneEnergy T.I. Pramac Racing,Energy T.I. Pramac Racing,26 Laps,Event tha,2013.0,tha
